Personnel ID,First Name,Last Name,Gender Description,Age,Duty Description,Duty Location,"Employee Status 
(1-4)",Pay Grade,Start Date
HI418597,Patricia,Williams, Female,33,Electrician Journeyman , Outfitting Docks,2,28,12/9/2024
HI628698,Charles,Rodriguez, Male,26,Electrician Journeyman , Wet Docks,4,22,12/23/2024
HI399477,Jessica,Garcia, Female,35,Electrician Journeyman , Wet Docks,1,28,12/30/2024
HI105057,Jessica,Brown, Female,40,Outside Machinist, Fabrication Shops,2,18,5/9/1994
HI343397,Linda,Martinez, Female,62,Outside Machinist, Testing Facilities,4,18,5/30/1994
HI817301,John,Brown, Male,43,Outside Machinist, Testing Facilities,2,25,2/27/1995
HI714448,Elizabeth,Miller, Female,39,Outside Machinist, Outfitting Docks,3,28,8/7/1995
HI602501,Michael,Rodriguez, Male,26,Outside Machinist, Dry Docks,3,28,11/6/1995
HI674763,David,Jones, Male,42,Outside Machinist, Cranes and Heavy Lifting Equipment,3,28,2/5/1996
HI435273,Richard,Martinez, Unknown,53,Outside Machinist, Slipways,2,18,5/6/1996
HI576842,William,Miller, Male,43,Outside Machinist, Outfitting Docks,1,22,3/24/1997
HI540662,William,Miller, Male,59,Outside Machinist, Dry Docks,4,22,4/14/1997
HI621444,David,Davis, Male,36,Outside Machinist, Cranes and Heavy Lifting Equipment,1,28,5/26/1997
HI459036,Linda,Garcia, Female,33,Outside Machinist, Fabrication Shops,2,28,9/8/1997
HI485554,Mary,Williams, Female,33,Outside Machinist, Cranes and Heavy Lifting Equipment,4,18,9/15/1997
HI024715,Richard,Williams, Male,34,Outside Machinist, Wet Docks,3,25,10/20/1997
HI309176,Barbara,Williams, Female,44,Outside Machinist, Dry Docks,3,25,2/9/1998
HI391087,John,Jones, Male,33,Outside Machinist, Outfitting Docks,4,25,3/23/1998
HI713393,Michael,Rodriguez, Male,30,Outside Machinist, Dry Docks,1,18,5/18/1998
HI902340,Jessica,Smith, Female,18,Outside Machinist, Cranes and Heavy Lifting Equipment,3,28,5/18/1998
HI098193,Charles,Garcia, Male,38,Outside Machinist, Slipways,2,22,7/6/1998
HI105074,John,Davis, Male,64,Outside Machinist, Administrative Offices,1,22,8/3/1998
HI139508,David,Williams, Male,38,Outside Machinist, Cranes and Heavy Lifting Equipment,2,28,11/2/1998
HI866535,Elizabeth,Martinez, Female,41,Outside Machinist, Storage Areas,4,25,11/30/1998
HI385404,Richard,Davis, Unknown,40,Outside Machinist, Slipways,3,25,2/1/1999
HI358068,Joseph,Davis, Male,32,Outside Machinist, Administrative Offices,1,25,3/8/1999
HI366050,Richard,Davis, Male,54,Outside Machinist, Storage Areas,3,28,5/31/1999
HI682972,Susan,Martinez, Female,34,Outside Machinist, Outfitting Docks,1,22,8/16/1999
HI497194,Michael,Miller, Male,41,Outside Machinist, Cranes and Heavy Lifting Equipment,3,18,9/6/1999
HI492144,Thomas,Williams, Unknown,65,Outside Machinist, Storage Areas,3,22,9/13/1999
HI256896,Jessica,Garcia, Unknown,61,Outside Machinist, Dry Docks,2,22,11/15/1999
HI261639,James,Johnson, Male,54,Outside Machinist, Outfitting Docks,2,18,12/6/1999
HI204017,Karen,Martinez, Female,18,Outside Machinist, Paint Shops,3,28,12/13/1999
HI977403,Thomas,Martinez, Male,64,Outside Machinist, Storage Areas,4,25,12/13/1999
HI081855,Susan,Williams, Unknown,43,Outside Machinist, Slipways,2,28,1/10/2000
HI177906,Patricia,Rodriguez, Female,30,Outside Machinist, Paint Shops,1,22,2/21/2000
HI317550,Elizabeth,Williams, Female,54,Outside Machinist, Testing Facilities,1,22,3/27/2000
HI012907,Elizabeth,Williams, Female,29,Outside Machinist, Testing Facilities,2,18,7/24/2000
HI146155,Linda,Williams, Female,38,Outside Machinist, Paint Shops,2,22,8/7/2000
HI561704,Michael,Garcia, Male,19,Outside Machinist, Dry Docks,4,25,10/16/2000
HI253495,Mary,Rodriguez, Female,45,Outside Machinist, Testing Facilities,1,28,12/4/2000
HI714397,Jennifer,Davis, Unknown,61,Outside Machinist, Cranes and Heavy Lifting Equipment,2,28,12/11/2000
HI096730,Michael,Johnson, Male,35,Outside Machinist, Wet Docks,3,22,12/11/2000
HI702613,David,Williams, Male,43,Outside Machinist, Slipways,2,28,12/11/2000
HI551057,Karen,Miller, Female,41,Outside Machinist, Outfitting Docks,2,28,1/8/2001
HI071609,James,Johnson, Male,50,Outside Machinist, Administrative Offices,1,28,1/15/2001
HI062650,Elizabeth,Jones, Female,39,Outside Machinist, Outfitting Docks,3,22,1/15/2001
HI602568,Jessica,Martinez, Female,21,Outside Machinist, Administrative Offices,3,18,1/29/2001
HI443549,Michael,Smith, Male,37,Outside Machinist, Cranes and Heavy Lifting Equipment,2,28,2/19/2001
HI001255,Charles,Miller, Male,38,Outside Machinist, Cranes and Heavy Lifting Equipment,2,28,2/19/2001
HI753145,Richard,Martinez, Male,20,Outside Machinist, Outfitting Docks,3,18,4/9/2001
HI686162,Susan,Miller, Female,42,Outside Machinist, Outfitting Docks,1,28,7/2/2001
HI504928,William,Williams, Male,53,Outside Machinist, Wet Docks,3,28,7/9/2001
HI847292,Elizabeth,Brown, Female,50,Outside Machinist, Cranes and Heavy Lifting Equipment,4,28,7/23/2001
HI254113,Elizabeth,Davis, Female,51,Outside Machinist, Testing Facilities,2,25,10/8/2001
HI174513,Barbara,Rodriguez, Unknown,23,Outside Machinist, Administrative Offices,4,22,11/26/2001
HI135526,Patricia,Martinez, Female,45,Outside Machinist, Dry Docks,2,22,12/17/2001
HI345066,Jennifer,Williams, Female,62,Outside Machinist, Dry Docks,3,18,12/17/2001
HI306181,Michael,Rodriguez, Male,37,Outside Machinist, Fabrication Shops,4,28,1/28/2002
HI875209,Linda,Johnson, Female,58,Outside Machinist, Wet Docks,3,22,1/28/2002
HI745375,Karen,Williams, Female,43,Outside Machinist, Fabrication Shops,3,22,2/11/2002
HI130415,Mary,Smith, Female,19,Outside Machinist, Paint Shops,2,28,3/4/2002
HI952777,Linda,Miller, Female,27,Outside Machinist, Outfitting Docks,2,25,4/1/2002
HI478882,Joseph,Garcia, Male,47,Outside Machinist, Slipways,3,28,4/8/2002
HI011210,Thomas,Smith, Male,46,Outside Machinist, Cranes and Heavy Lifting Equipment,2,28,4/22/2002
HI164544,Richard,Brown, Male,45,Outside Machinist, Cranes and Heavy Lifting Equipment,4,28,5/6/2002
HI058430,James,Johnson, Male,30,Outside Machinist, Storage Areas,3,22,5/20/2002
HI861639,Joseph,Smith, Male,56,Outside Machinist, Administrative Offices,4,25,5/27/2002
HI703877,Thomas,Rodriguez, Male,31,Outside Machinist, Cranes and Heavy Lifting Equipment,4,22,6/3/2002
HI009765,Charles,Miller, Male,45,Outside Machinist, Wet Docks,4,25,6/3/2002
HI836059,Richard,Miller, Male,47,Outside Machinist, Outfitting Docks,3,28,6/3/2002
HI090320,Jennifer,Jones, Unknown,57,Outside Machinist, Administrative Offices,3,18,6/10/2002
HI776779,Jessica,Jones, Female,32,Outside Machinist, Slipways,4,18,7/1/2002
HI957370,John,Jones, Unknown,45,Outside Machinist, Cranes and Heavy Lifting Equipment,3,28,7/1/2002
HI033978,David,Martinez, Male,20,Outside Machinist, Storage Areas,2,25,8/5/2002
HI591580,Robert,Garcia, Male,34,Outside Machinist, Slipways,3,25,8/12/2002
HI095384,Charles,Smith, Male,24,Outside Machinist, Cranes and Heavy Lifting Equipment,2,25,10/7/2002
HI386718,Michael,Brown, Unknown,55,Outside Machinist, Paint Shops,2,28,10/7/2002
HI463115,Barbara,Davis, Female,23,Outside Machinist, Outfitting Docks,3,22,11/25/2002
HI098749,John,Smith, Male,53,Outside Machinist, Wet Docks,2,22,12/23/2002
HI642378,Charles,Jones, Male,29,Outside Machinist, Testing Facilities,3,18,1/13/2003
HI603537,Robert,Martinez, Male,48,Outside Machinist, Cranes and Heavy Lifting Equipment,3,28,1/27/2003
HI652018,Michael,Williams, Male,21,Outside Machinist, Wet Docks,4,25,4/14/2003
HI063611,John,Johnson, Male,24,Outside Machinist, Fabrication Shops,2,22,4/21/2003
HI207910,Linda,Rodriguez, Female,42,Outside Machinist, Administrative Offices,4,22,6/2/2003
HI774548,Thomas,Brown, Male,21,Outside Machinist, Dry Docks,4,25,6/9/2003
HI971776,Jessica,Jones, Female,20,Outside Machinist, Wet Docks,1,28,7/7/2003
HI481254,Robert,Williams, Male,18,CNC Machinist , Outfitting Docks,3,28,6/18/2018
HI267393,Linda,Rodriguez, Unknown,42,CNC Machinist , Fabrication Shops,1,18,6/11/2018
HI003872,Karen,Rodriguez, Female,36,CNC Machinist , Fabrication Shops,3,28,6/4/2018
HI689873,Susan,Williams, Female,58,CNC Machinist , Wet Docks,1,25,6/4/2018
HI580080,Joseph,Davis, Male,36,CNC Machinist , Cranes and Heavy Lifting Equipment,3,28,6/4/2018
HI318913,Susan,Rodriguez, Female,21,CNC Machinist , Paint Shops,3,25,5/28/2018
HI496880,Patricia,Johnson, Female,56,CNC Machinist , Outfitting Docks,1,25,5/28/2018
HI030602,Joseph,Davis, Male,37,CNC Machinist , Dry Docks,1,25,5/28/2018
HI704972,Susan,Davis, Female,52,CNC Machinist , Storage Areas,1,22,5/14/2018
HI367734,Susan,Williams, Female,55,CNC Machinist , Slipways,1,28,5/14/2018
HI032155,Jessica,Rodriguez, Female,40,CNC Machinist , Outfitting Docks,1,18,4/30/2018
HI528839,Sarah,Williams, Female,29,CNC Machinist , Outfitting Docks,3,28,4/23/2018
HI136982,Robert,Williams, Male,54,CNC Machinist , Administrative Offices,3,22,4/16/2018
HI347197,Charles,Rodriguez, Male,42,CNC Machinist , Administrative Offices,4,28,4/9/2018
HI384900,John,Miller, Male,65,CNC Machinist , Fabrication Shops,2,25,4/9/2018
HI296064,Richard,Davis, Male,42,CNC Machinist , Slipways,2,18,4/9/2018
HI675021,Barbara,Williams, Female,23,CNC Machinist , Fabrication Shops,3,28,4/2/2018
HI121943,Patricia,Davis, Female,49,CNC Machinist , Administrative Offices,2,25,4/2/2018
HI534594,John,Jones, Male,56,CNC Machinist , Administrative Offices,2,22,3/19/2018
HI794021,Michael,Johnson, Male,62,CNC Machinist , Slipways,3,28,3/19/2018
HI613018,Jessica,Martinez, Female,20,CNC Machinist , Slipways,1,18,3/19/2018
HI274182,Joseph,Davis, Male,40,CNC Machinist , Paint Shops,3,28,3/12/2018
HI684190,Charles,Johnson, Male,41,CNC Machinist , Paint Shops,3,25,3/12/2018
HI206439,Mary,Martinez, Female,50,CNC Machinist , Slipways,2,22,3/5/2018
HI477635,William,Miller, Male,51,CNC Machinist , Outfitting Docks,3,22,3/5/2018
HI561107,Mary,Smith, Female,48,CNC Machinist , Outfitting Docks,1,25,2/26/2018
HI512106,Elizabeth,Davis, Unknown,30,CNC Machinist , Slipways,3,25,2/26/2018
HI432028,Linda,Jones, Female,54,Pipe Welder, Dry Docks,4,28,9/6/2004
HI512124,David,Smith, Male,24,Pipe Welder, Dry Docks,2,22,9/13/2004
HI842023,David,Williams, Male,61,Pipe Welder, Fabrication Shops,1,22,9/20/2004
HI803501,William,Miller, Male,26,Pipe Welder, Slipways,3,28,10/11/2004
HI835629,Michael,Smith, Unknown,59,Pipe Welder, Testing Facilities,3,25,10/11/2004
HI511403,Susan,Brown, Female,18,Pipe Welder, Outfitting Docks,3,22,10/18/2004
HI273689,William,Rodriguez, Male,57,Pipe Welder, Outfitting Docks,2,22,12/20/2004
HI766083,Thomas,Williams, Male,36,Pipe Welder, Paint Shops,4,28,12/27/2004
HI428180,James,Smith, Male,63,CNC Machinist , Administrative Offices,2,25,2/19/2018
HI747634,Jessica,Miller, Female,46,CNC Machinist , Fabrication Shops,2,22,2/19/2018
HI297997,Mary,Williams, Female,20,CNC Machinist , Storage Areas,4,22,2/19/2018
HI992806,Barbara,Miller, Unknown,39,CNC Machinist , Storage Areas,4,25,2/12/2018
HI107374,John,Garcia, Male,20,CNC Machinist , Outfitting Docks,4,28,2/12/2018
HI503697,Richard,Davis, Male,21,CNC Machinist , Paint Shops,3,18,2/12/2018
HI510549,Charles,Jones, Male,29,CNC Machinist , Fabrication Shops,1,25,2/5/2018
HI548331,Barbara,Martinez, Female,27,CNC Machinist , Wet Docks,2,18,2/5/2018
HI274330,Patricia,Jones, Female,24,CNC Machinist , Dry Docks,3,18,2/5/2018
HI630759,Mary,Jones, Female,40,CNC Machinist , Wet Docks,2,28,2/5/2018
HI700695,John,Martinez, Male,62,Pipe Welder, Slipways,2,18,6/13/2005
HI097155,Robert,Miller, Male,21,Pipe Welder, Slipways,2,22,7/18/2005
HI682827,Linda,Martinez, Unknown,36,Pipe Welder, Dry Docks,1,25,8/22/2005
HI912056,Jennifer,Johnson, Female,62,Pipe Welder, Paint Shops,2,18,8/29/2005
HI215362,Richard,Jones, Male,35,Pipe Welder, Paint Shops,3,28,9/5/2005
HI928387,Jennifer,Garcia, Female,36,Pipe Welder, Testing Facilities,1,22,9/12/2005
HI935439,Mary,Davis, Female,35,Pipe Welder, Slipways,2,25,10/17/2005
HI305504,John,Davis, Male,63,Pipe Welder, Dry Docks,3,18,11/14/2005
HI667671,Sarah,Davis, Female,63,Pipe Welder, Administrative Offices,2,28,11/28/2005
HI552765,Mary,Davis, Female,60,Pipe Welder, Wet Docks,1,22,12/19/2005
HI068172,Richard,Rodriguez, Male,23,Pipe Welder, Dry Docks,2,25,12/26/2005
HI430971,William,Jones, Male,46,CNC Machinist , Administrative Offices,3,28,1/29/2018
HI619974,Jessica,Garcia, Female,22,CNC Machinist , Wet Docks,4,28,1/29/2018
HI873631,Thomas,Johnson, Male,54,CNC Machinist , Dry Docks,2,28,1/22/2018
HI452041,Sarah,Martinez, Female,58,CNC Machinist , Slipways,4,28,1/15/2018
HI064132,Sarah,Williams, Female,64,CNC Machinist , Fabrication Shops,2,28,1/8/2018
HI787101,Patricia,Martinez, Female,34,CNC Machinist , Slipways,1,22,1/1/2018
HI589553,Thomas,Martinez, Male,64,CNC Machinist , Fabrication Shops,4,18,12/25/2017
HI035229,Richard,Miller, Male,61,CNC Machinist , Paint Shops,3,18,12/25/2017
HI662332,David,Martinez, Male,64,CNC Machinist , Fabrication Shops,3,22,12/18/2017
HI914345,Karen,Brown, Female,37,CNC Machinist , Testing Facilities,2,22,12/18/2017
HI149829,Jennifer,Davis, Unknown,61,CNC Machinist , Slipways,2,18,12/18/2017
HI593781,Jennifer,Jones, Female,28,CNC Machinist , Administrative Offices,2,28,12/11/2017
HI107452,David,Miller, Male,42,CNC Machinist , Outfitting Docks,2,25,12/4/2017
HI079367,Jessica,Johnson, Female,22,CNC Machinist , Paint Shops,3,18,12/4/2017
HI005670,Karen,Garcia, Unknown,37,CNC Machinist , Fabrication Shops,4,28,11/27/2017
HI151106,Thomas,Davis, Male,32,CNC Machinist , Storage Areas,2,28,11/27/2017
HI130313,Jessica,Brown, Female,65,CNC Machinist , Paint Shops,3,22,11/13/2017
HI865359,Robert,Johnson, Unknown,46,CNC Machinist , Outfitting Docks,2,18,11/13/2017
HI029174,Elizabeth,Rodriguez, Female,62,CNC Machinist , Administrative Offices,4,28,11/13/2017
HI050319,Charles,Miller, Male,63,CNC Machinist , Storage Areas,3,22,10/30/2017
HI540568,John,Garcia, Unknown,42,CNC Machinist , Testing Facilities,2,25,10/30/2017
HI945872,Linda,Johnson, Female,61,CNC Machinist , Administrative Offices,1,25,10/23/2017
HI303034,Elizabeth,Rodriguez, Female,40,CNC Machinist , Fabrication Shops,1,18,10/23/2017
HI986458,Susan,Rodriguez, Female,41,Outside Machinist, Administrative Offices,3,18,3/12/2007
HI212865,Barbara,Brown, Female,56,Outside Machinist, Dry Docks,2,25,3/19/2007
HI323521,James,Rodriguez, Male,29,Outside Machinist, Administrative Offices,4,25,4/9/2007
HI500849,Mary,Miller, Female,63,Outside Machinist, Paint Shops,2,18,4/23/2007
HI586296,Robert,Martinez, Male,20,Outside Machinist, Cranes and Heavy Lifting Equipment,2,25,5/7/2007
HI777700,Patricia,Martinez, Female,63,Outside Machinist, Slipways,2,18,5/28/2007
HI965210,Elizabeth,Garcia, Female,57,Outside Machinist, Dry Docks,2,22,6/4/2007
HI848468,Karen,Garcia, Female,42,Outside Machinist, Dry Docks,4,25,6/11/2007
HI412944,Barbara,Garcia, Female,27,Outside Machinist, Testing Facilities,2,28,6/25/2007
HI887252,Elizabeth,Rodriguez, Female,57,Outside Machinist, Testing Facilities,4,28,6/25/2007
HI104188,Patricia,Martinez, Female,39,Outside Machinist, Dry Docks,4,28,7/16/2007
HI611398,Elizabeth,Davis, Female,33,Outside Machinist, Paint Shops,1,22,8/27/2007
HI589621,Patricia,Miller, Female,22,Outside Machinist, Paint Shops,2,18,8/27/2007
HI452476,Elizabeth,Williams, Female,60,Outside Machinist, Storage Areas,3,25,10/15/2007
HI887060,John,Garcia, Male,40,Outside Machinist, Fabrication Shops,1,22,10/22/2007
HI262383,Jennifer,Davis, Female,49,Outside Machinist, Dry Docks,3,28,11/12/2007
HI489344,James,Davis, Male,27,Outside Machinist, Fabrication Shops,1,18,11/19/2007
HI156078,Karen,Brown, Female,61,Outside Machinist, Administrative Offices,4,28,12/10/2007
HI612473,Jennifer,Brown, Female,45,Outside Machinist, Storage Areas,2,18,12/10/2007
HI567489,Jessica,Davis, Female,46,Outside Machinist, Dry Docks,2,18,12/10/2007
HI502445,Joseph,Garcia, Male,25,Outside Machinist, Testing Facilities,2,25,12/31/2007
HI041809,Joseph,Martinez, Male,58,CNC Machinist , Wet Docks,3,18,10/16/2017
HI903297,Susan,Martinez, Female,29,CNC Machinist , Fabrication Shops,1,18,10/9/2017
HI333999,Thomas,Williams, Unknown,60,CNC Machinist , Testing Facilities,3,25,10/2/2017
HI362525,Sarah,Garcia, Female,52,CNC Machinist , Outfitting Docks,4,28,10/2/2017
HI667077,John,Brown, Male,27,CNC Machinist , Testing Facilities,2,28,9/25/2017
HI745442,William,Jones, Male,59,CNC Machinist , Outfitting Docks,1,22,9/11/2017
HI226274,Susan,Williams, Female,56,Outside Machinist, Slipways,2,18,3/31/2008
HI787721,Susan,Williams, Female,38,Outside Machinist, Testing Facilities,3,22,4/7/2008
HI155264,Richard,Davis, Male,41,Outside Machinist, Cranes and Heavy Lifting Equipment,1,25,4/7/2008
HI790243,David,Miller, Male,56,Outside Machinist, Testing Facilities,1,28,5/12/2008
HI917229,Jessica,Martinez, Female,22,Outside Machinist, Fabrication Shops,4,18,5/26/2008
HI159937,James,Martinez, Male,50,Outside Machinist, Cranes and Heavy Lifting Equipment,2,28,5/26/2008
HI917052,David,Davis, Male,56,Outside Machinist, Storage Areas,3,25,9/8/2008
HI161991,Karen,Johnson, Female,41,Outside Machinist, Slipways,4,28,9/29/2008
HI308754,Karen,Martinez, Unknown,46,Outside Machinist, Paint Shops,3,28,10/27/2008
HI014261,Linda,Martinez, Unknown,18,Outside Machinist, Cranes and Heavy Lifting Equipment,3,22,11/17/2008
HI535303,Charles,Rodriguez, Male,57,Outside Machinist, Dry Docks,3,28,11/24/2008
HI878625,Joseph,Davis, Male,42,Outside Machinist, Slipways,2,22,11/24/2008
HI386374,Jessica,Miller, Female,24,Outside Machinist, Slipways,1,28,12/1/2008
HI411644,Karen,Jones, Female,34,CNC Machinist , Paint Shops,4,25,9/11/2017
HI955633,David,Williams, Male,43,CNC Machinist , Fabrication Shops,1,25,9/4/2017
HI676349,Sarah,Jones, Female,55,CNC Machinist , Testing Facilities,1,18,8/28/2017
HI093544,Richard,Rodriguez, Male,57,CNC Machinist , Paint Shops,3,22,8/28/2017
HI268316,Elizabeth,Smith, Female,40,CNC Machinist , Storage Areas,1,22,8/21/2017
HI877264,Mary,Williams, Female,53,CNC Machinist , Cranes and Heavy Lifting Equipment,2,18,8/21/2017
HI520649,Elizabeth,Brown, Female,38,CNC Machinist , Fabrication Shops,4,25,8/14/2017
HI770571,Barbara,Rodriguez, Female,38,CNC Machinist , Outfitting Docks,3,22,8/14/2017
HI537680,Patricia,Miller, Female,34,CNC Machinist , Paint Shops,2,18,8/14/2017
HI177569,Robert,Williams, Male,48,CNC Machinist , Fabrication Shops,2,22,8/7/2017
HI550360,Thomas,Jones, Male,29,CNC Machinist , Slipways,2,22,8/7/2017
HI401352,John,Miller, Male,23,CNC Machinist , Outfitting Docks,2,28,7/31/2017
HI655543,Karen,Davis, Female,52,CNC Machinist , Slipways,2,18,7/24/2017
HI825003,Jessica,Davis, Female,26,CNC Machinist , Paint Shops,3,18,7/24/2017
HI566042,David,Johnson, Male,62,CNC Machinist , Paint Shops,2,28,7/10/2017
HI980993,Richard,Smith, Male,39,Electrician Journeyman , Cranes and Heavy Lifting Equipment,1,28,6/22/2009
HI214419,Elizabeth,Martinez, Female,46,Electrician Journeyman , Paint Shops,4,28,6/29/2009
